Conversation_ID,Customer_Issue,Tech_Response,Resolution_Time,Issue_Category,Issue_Status
conv,cannot access shared drive,verify network permissions,minutes,network,resolved
conv,blue screen error,update system drivers,minutes,hardware,pending
conv,software installation failure,follow software installation guide,minutes,software,resolved
conv,software installation failure,reinstall software,minutes,performance,resolved followup
conv,printer responding,check printer connections,minutes,hardware,resolved followup
conv,cannot access shared drive,check network settings reconnect,minutes,account,resolved
conv,cannot print document,reinstall printer drivers,minutes,hardware,pending
conv,blue screen error,restart computer,minutes,software,escalated
conv,cannot print document,reinstall printer drivers,minutes,hardware,escalated
conv,slow system performance,clear cache remove unnecessary programs,minutes,performance,resolved
conv,slow system performance,restart computer,minutes,software,pending
conv,cannot connect wifi,restart router,minutes,network,escalated
conv,slow system performance,restart computer,minutes,performance,escalated
conv,cannot connect wifi,check network settings reconnect,minutes,network,escalated
conv,forgot password,reset password using link provided,minutes,account,pending
conv,slow system performance,restart computer,minutes,software,resolved
conv,software installation failure,reinstall software,minutes,performance,resolved
conv,forgot password,reset password using link provided,minutes,account,resolved followup
conv,application crash,update application,minutes,software,resolved
conv,cannot access shared drive,verify network permissions,minutes,account,escalated
conv,cannot access shared drive,check network settings reconnect,minutes,account,resolved followup
conv,cannot connect wifi,restart router,minutes,network,resolved followup
conv,blue screen error,restart computer,minutes,software,resolved followup
conv,cannot print document,check printer connections,minutes,hardware,resolved
conv,slow system performance,run antivirus scan remove threats,minutes,performance,escalated
conv,printer responding,reinstall printer drivers,minutes,hardware,pending
conv,blue screen error,update system drivers,minutes,software,resolved
conv,application crash,check system compatibility,minutes,software,resolved followup
conv,slow system performance,clear cache remove unnecessary programs,minutes,performance,escalated
conv,printer responding,reinstall printer drivers,minutes,hardware,pending
conv,cannot print document,check printer connections,minutes,hardware,pending
conv,unable access email,follow software installation guide,minutes,software,resolved followup
conv,application crash,check system compatibility,minutes,software,escalated
conv,unable access email,verify email settings,minutes,performance,pending
conv,software installation failure,reinstall software,minutes,software,escalated
conv,software installation failure,reinstall software,minutes,performance,resolved
conv,printer responding,reinstall printer drivers,minutes,hardware,pending
conv,blue screen error,update system drivers,minutes,software,resolved
conv,cannot connect wifi,check network settings reconnect,minutes,network,resolved
conv,software installation failure,reinstall software,minutes,performance,resolved
conv,unable access email,verify email settings,minutes,performance,pending
conv,application crash,reinstall application,minutes,software,resolved followup
conv,printer responding,restart printer computer,minutes,hardware,resolved
